Event,Data_Source,Depth [m],Latitude,Longitude,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
PS2887-1,forcens_lgm,0.52,79.6,-4.6077,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2887-1,forcens_lgm,0.56,79.6,-4.6077,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1230-1,forcens_lgm,0.24,78.8553,-4.7812,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1230-1,forcens_lgm,0.26,78.8553,-4.7812,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK17725-1,forcens_lgm,0.3,77.46,4.58,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0
GIK17724-2,forcens_lgm,0.47,76,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.978,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK17724-2,forcens_lgm,0.53,76,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK17724-2,forcens_lgm,0.57,76,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.97,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK17724-2,forcens_lgm,0.58,76,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK17724-2,forcens_lgm,0.62,76,8.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1922-1,forcens_lgm,1.32,75.0003,-8.771,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1922-1,forcens_lgm,1.56,75.0003,-8.771,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1919-2,forcens_lgm,0.23,74.9967,-11.8267,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1919-2,forcens_lgm,0.36,74.9967,-11.8267,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2613-6,forcens_lgm,0.35,74.1767,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0
PS2613-6,forcens_lgm,0.4,74.1767,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK23294-4,forcens_lgm,1.2,72.3797,-10.5923,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.968,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK23262-2,forcens_lgm,2.6,72.2252,14.4273,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.951,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.002,0,0,0,0,0
V27-60,forcens_lgm,2,72.183,8.583,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.956,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.006,0,0,0,0,0
MD95-2012,forcens_lgm,3.12,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.028,0,0,0,0,0
MD95-2012,forcens_lgm,3.15,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.028,0,0,0,0,0
MD95-2012,forcens_lgm,3.21,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0
MD95-2012,forcens_lgm,3.25,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0
MD95-2012,forcens_lgm,3.31,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0
MD95-2012,forcens_lgm,3.35,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0
MD95-2012,forcens_lgm,3.42,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0
MD95-2012,forcens_lgm,3.46,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.027,0,0,0,0,0
MD95-2012,forcens_lgm,3.52,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.027,0,0,0,0,0
MD95-2012,forcens_lgm,3.56,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.027,0,0,0,0,0
MD95-2012,forcens_lgm,3.62,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.027,0,0,0,0,0
MD95-2012,forcens_lgm,3.65,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.027,0,0,0,0,0
MD95-2012,forcens_lgm,3.71,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.023,0,0,0,0,0
MD95-2012,forcens_lgm,3.75,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.023,0,0,0,0,0
MD95-2012,forcens_lgm,3.81,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.023,0,0,0,0,0
MD95-2012,forcens_lgm,3.85,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.018,0,0,0,0,0
MD95-2012,forcens_lgm,3.92,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.018,0,0,0,0,0
MD95-2012,forcens_lgm,3.96,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
MD95-2012,forcens_lgm,4,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
MD95-2012,forcens_lgm,4.11,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
MD95-2012,forcens_lgm,4.21,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD95-2012,forcens_lgm,4.3,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0
MD95-2012,forcens_lgm,4.41,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0
MD95-2012,forcens_lgm,4.5,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0
MD95-2012,forcens_lgm,4.61,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0
MD95-2012,forcens_lgm,4.71,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD95-2012,forcens_lgm,4.8,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0
MD95-2012,forcens_lgm,4.91,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0
MD95-2012,forcens_lgm,5,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0
MD95-2012,forcens_lgm,5.11,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD95-2012,forcens_lgm,5.21,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0
MD95-2012,forcens_lgm,5.3,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0
MD95-2012,forcens_lgm,5.41,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0
MD95-2012,forcens_lgm,5.5,72.151,11.4343,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0
GIK17730-4,forcens_lgm,1.4,72.1117,7.3883,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0
GIK17730-4,forcens_lgm,1.45,72.1117,7.3883,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.969,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.002,0,0,0,0
GIK17730-4,forcens_lgm,1.47,72.1117,7.3883,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0.959,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK17730-4,forcens_lgm,1.5,72.1117,7.3883,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.959,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0
GIK17730-4,forcens_lgm,1.5,72.1117,7.3883,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.962,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.003,0,0,0,0
GIK17730-4,forcens_lgm,1.55,72.1117,7.3883,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.965,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.013,0.001,0,0,0,0
GIK17730-4,forcens_lgm,1.55,72.1117,7.3883,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.972,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0
GIK17730-4,forcens_lgm,1.57,72.1117,7.3883,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0
PS1927-2,forcens_lgm,0.72,71.4967,-17.1483,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1927-2,forcens_lgm,0.8,71.4967,-17.1483,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1927-2,forcens_lgm,0.9,71.4967,-17.1483,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK23351-1,forcens_lgm,0.6,70.3622,-18.2053,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.961,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0
PS1730-2,forcens_lgm,0.9,70.1165,-17.6943,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1951-1,forcens_lgm,0.83,68.8417,-20.825,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1951-1,forcens_lgm,0.94,68.8417,-20.825,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS1951-1,forcens_lgm,1,68.8417,-20.825,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK23056-2,forcens_lgm,0.3,68.5017,3.8383,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.942,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0.005,0.002,0,0,0,0
GIK23056-2,forcens_lgm,0.35,68.5017,3.8383,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0
GIK23065-2,forcens_lgm,0.3,68.495,0.8317,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.908,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0.002,0,0,0,0,0
GIK23065-2,forcens_lgm,0.32,68.495,0.8317,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.981,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK23065-2,forcens_lgm,0.34,68.495,0.8317,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0
V28-56,forcens_lgm,0.6,68.033,-6.117,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V28-56,forcens_lgm,0.7,68.033,-6.117,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V28-56,forcens_lgm,0.8,68.033,-6.117,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS2644-5,forcens_lgm,,67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK23071-3,forcens_lgm,1.17,67.085,2.9083,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0
GIK23071-3,forcens_lgm,1.18,67.085,2.9083,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK23071-3,forcens_lgm,1.2,67.085,2.9083,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIK23071-3,forcens_lgm,1.28,67.085,2.9083,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
