Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Symbiosis,Spine,Relative Abundance
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.53,symbiont-obligate,spinose,0.7448
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.53,undetermined,non-spinose,0
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.58,symbiont-barren,non-spinose,0.0214
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.58,symbiont-barren,spinose,0.0127
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.58,symbiont-bearing,non-spinose,0
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.58,symbiont-bearing,spinose,0.0164
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.58,symbiont-facultative,non-spinose,0.1416
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.58,symbiont-facultative,spinose,0
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.58,symbiont-obligate,spinose,0.8081
GeoB3176-1,,-7.0117,-34.4417,1385,South Atlantic,3.58,undetermined,non-spinose,0
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.33,symbiont-barren,non-spinose,0.647
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.33,symbiont-barren,spinose,0.163
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.33,symbiont-bearing,non-spinose,0
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.33,symbiont-bearing,spinose,0
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.33,symbiont-facultative,non-spinose,0.1581
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.33,symbiont-facultative,spinose,0
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.33,symbiont-obligate,spinose,0.0321
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.33,undetermined,non-spinose,0
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.38,symbiont-barren,non-spinose,0.5978
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.38,symbiont-barren,spinose,0.1708
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.38,symbiont-bearing,non-spinose,0
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.38,symbiont-bearing,spinose,0
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.38,symbiont-facultative,non-spinose,0.2011
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.38,symbiont-facultative,spinose,0
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.38,symbiont-obligate,spinose,0.0305
GeoB3603-2,,-35.125,17.5433,2840,South Atlantic,0.38,undetermined,non-spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.83,symbiont-barren,non-spinose,0.881
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.83,symbiont-barren,spinose,0.0408
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.83,symbiont-bearing,non-spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.83,symbiont-bearing,spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.83,symbiont-facultative,non-spinose,0.0769
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.83,symbiont-facultative,spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.83,symbiont-obligate,spinose,0.0013
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.83,undetermined,non-spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.88,symbiont-barren,non-spinose,0.8093
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.88,symbiont-barren,spinose,0.0866
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.88,symbiont-bearing,non-spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.88,symbiont-bearing,spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.88,symbiont-facultative,non-spinose,0.0901
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.88,symbiont-facultative,spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.88,symbiont-obligate,spinose,0.0139
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.88,undetermined,non-spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.93,symbiont-barren,non-spinose,0.911
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.93,symbiont-barren,spinose,0.0244
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.93,symbiont-bearing,non-spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.93,symbiont-bearing,spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.93,symbiont-facultative,non-spinose,0.0609
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.93,symbiont-facultative,spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.93,symbiont-obligate,spinose,0.0037
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.93,undetermined,non-spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.98,symbiont-barren,non-spinose,0.8942
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.98,symbiont-barren,spinose,0.0529
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.98,symbiont-bearing,non-spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.98,symbiont-bearing,spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.98,symbiont-facultative,non-spinose,0.0513
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.98,symbiont-facultative,spinose,0
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.98,symbiont-obligate,spinose,0.0017
GeoB3722-2,,-25.25,12.0217,3506,South Atlantic,0.98,undetermined,non-spinose,0
GeoB3801-6,,-29.5117,-8.305,4546,South Atlantic,0.18,symbiont-barren,non-spinose,0.2501
GeoB3801-6,,-29.5117,-8.305,4546,South Atlantic,0.18,symbiont-barren,spinose,0.1919
GeoB3801-6,,-29.5117,-8.305,4546,South Atlantic,0.18,symbiont-bearing,non-spinose,0
GeoB3801-6,,-29.5117,-8.305,4546,South Atlantic,0.18,symbiont-bearing,spinose,0.0418
GeoB3801-6,,-29.5117,-8.305,4546,South Atlantic,0.18,symbiont-facultative,non-spinose,0.2326
GeoB3801-6,,-29.5117,-8.305,4546,South Atlantic,0.18,symbiont-facultative,spinose,0
GeoB3801-6,,-29.5117,-8.305,4546,South Atlantic,0.18,symbiont-obligate,spinose,0.2717
GeoB3801-6,,-29.5117,-8.305,4546,South Atlantic,0.18,undetermined,non-spinose,0.012
GeoB3808-6,,-30.8117,-14.7117,3213,South Atlantic,0.18,symbiont-barren,non-spinose,0.2342
GeoB3808-6,,-30.8117,-14.7117,3213,South Atlantic,0.18,symbiont-barren,spinose,0.2536
GeoB3808-6,,-30.8117,-14.7117,3213,South Atlantic,0.18,symbiont-bearing,non-spinose,0
GeoB3808-6,,-30.8117,-14.7117,3213,South Atlantic,0.18,symbiont-bearing,spinose,0.0289
GeoB3808-6,,-30.8117,-14.7117,3213,South Atlantic,0.18,symbiont-facultative,non-spinose,0.226
GeoB3808-6,,-30.8117,-14.7117,3213,South Atlantic,0.18,symbiont-facultative,spinose,0
GeoB3808-6,,-30.8117,-14.7117,3213,South Atlantic,0.18,symbiont-obligate,spinose,0.2398
GeoB3808-6,,-30.8117,-14.7117,3213,South Atlantic,0.18,undetermined,non-spinose,0.0176
GeoB3813-3,,-32.2683,-21.9667,4331,South Atlantic,0.13,symbiont-barren,non-spinose,0.4397
GeoB3813-3,,-32.2683,-21.9667,4331,South Atlantic,0.13,symbiont-barren,spinose,0.1539
GeoB3813-3,,-32.2683,-21.9667,4331,South Atlantic,0.13,symbiont-bearing,non-spinose,0
GeoB3813-3,,-32.2683,-21.9667,4331,South Atlantic,0.13,symbiont-bearing,spinose,0.0089
GeoB3813-3,,-32.2683,-21.9667,4331,South Atlantic,0.13,symbiont-facultative,non-spinose,0.2189
GeoB3813-3,,-32.2683,-21.9667,4331,South Atlantic,0.13,symbiont-facultative,spinose,0
GeoB3813-3,,-32.2683,-21.9667,4331,South Atlantic,0.13,symbiont-obligate,spinose,0.1786
GeoB3813-3,,-32.2683,-21.9667,4331,South Atlantic,0.13,undetermined,non-spinose,0
GeoB5112-5,,-23.825,-16.2583,3841,South Atlantic,0.16,symbiont-barren,non-spinose,0.0996
GeoB5112-5,,-23.825,-16.2583,3841,South Atlantic,0.16,symbiont-barren,spinose,0.0769
GeoB5112-5,,-23.825,-16.2583,3841,South Atlantic,0.16,symbiont-bearing,non-spinose,0
GeoB5112-5,,-23.825,-16.2583,3841,South Atlantic,0.16,symbiont-bearing,spinose,0.1165
GeoB5112-5,,-23.825,-16.2583,3841,South Atlantic,0.16,symbiont-facultative,non-spinose,0.2512
GeoB5112-5,,-23.825,-16.2583,3841,South Atlantic,0.16,symbiont-facultative,spinose,0
GeoB5112-5,,-23.825,-16.2583,3841,South Atlantic,0.16,symbiont-obligate,spinose,0.4557
GeoB5112-5,,-23.825,-16.2583,3841,South Atlantic,0.16,undetermined,non-spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.14,symbiont-barren,non-spinose,0.0951
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.14,symbiont-barren,spinose,0.0889
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.14,symbiont-bearing,non-spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.14,symbiont-bearing,spinose,0.0973
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.14,symbiont-facultative,non-spinose,0.2221
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.14,symbiont-facultative,spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.14,symbiont-obligate,spinose,0.4957
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.14,undetermined,non-spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.15,symbiont-barren,non-spinose,0.1136
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.15,symbiont-barren,spinose,0.0797
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.15,symbiont-bearing,non-spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.15,symbiont-bearing,spinose,0.1135
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.15,symbiont-facultative,non-spinose,0.1954
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.15,symbiont-facultative,spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.15,symbiont-obligate,spinose,0.4976
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.15,undetermined,non-spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.16,symbiont-barren,non-spinose,0.0943
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.16,symbiont-barren,spinose,0.0844
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.16,symbiont-bearing,non-spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.16,symbiont-bearing,spinose,0.0769
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.16,symbiont-facultative,non-spinose,0.2715
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.16,symbiont-facultative,spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.16,symbiont-obligate,spinose,0.4703
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.16,undetermined,non-spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.17,symbiont-barren,non-spinose,0.0913
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.17,symbiont-barren,spinose,0.0677
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.17,symbiont-bearing,non-spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.17,symbiont-bearing,spinose,0.0946
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.17,symbiont-facultative,non-spinose,0.2636
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.17,symbiont-facultative,spinose,0
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.17,symbiont-obligate,spinose,0.4812
GeoB5115-2,,-24.1433,-14.0433,3291,South Atlantic,0.17,undetermined,non-spinose,0
GeoB5121-2,,-24.1833,-12.0217,3486,South Atlantic,0.16,symbiont-barren,non-spinose,0.1244
GeoB5121-2,,-24.1833,-12.0217,3486,South Atlantic,0.16,symbiont-barren,spinose,0.0838
GeoB5121-2,,-24.1833,-12.0217,3486,South Atlantic,0.16,symbiont-bearing,non-spinose,0
GeoB5121-2,,-24.1833,-12.0217,3486,South Atlantic,0.16,symbiont-bearing,spinose,0.1349
GeoB5121-2,,-24.1833,-12.0217,3486,South Atlantic,0.16,symbiont-facultative,non-spinose,0.2376
GeoB5121-2,,-24.1833,-12.0217,3486,South Atlantic,0.16,symbiont-facultative,spinose,0
GeoB5121-2,,-24.1833,-12.0217,3486,South Atlantic,0.16,symbiont-obligate,spinose,0.407
GeoB5121-2,,-24.1833,-12.0217,3486,South Atlantic,0.16,undetermined,non-spinose,0.0071
GeoB5133-3,,-19.0867,-10.1917,3660,South Atlantic,0.18,symbiont-barren,non-spinose,0.131
GeoB5133-3,,-19.0867,-10.1917,3660,South Atlantic,0.18,symbiont-barren,spinose,0.112
GeoB5133-3,,-19.0867,-10.1917,3660,South Atlantic,0.18,symbiont-bearing,non-spinose,0
GeoB5133-3,,-19.0867,-10.1917,3660,South Atlantic,0.18,symbiont-bearing,spinose,0.0743
GeoB5133-3,,-19.0867,-10.1917,3660,South Atlantic,0.18,symbiont-facultative,non-spinose,0.2204
GeoB5133-3,,-19.0867,-10.1917,3660,South Atlantic,0.18,symbiont-facultative,spinose,0
GeoB5133-3,,-19.0867,-10.1917,3660,South Atlantic,0.18,symbiont-obligate,spinose,0.4549
GeoB5133-3,,-19.0867,-10.1917,3660,South Atlantic,0.18,undetermined,non-spinose,0.0076
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.1,symbiont-barren,non-spinose,0.0993
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.1,symbiont-barren,spinose,0.0726
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.1,symbiont-bearing,non-spinose,0
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.1,symbiont-bearing,spinose,0.2435
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.1,symbiont-facultative,non-spinose,0.1901
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.1,symbiont-facultative,spinose,0.0041
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.1,symbiont-obligate,spinose,0.3777
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.1,undetermined,non-spinose,0.0122
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.11,symbiont-barren,non-spinose,0.0818
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.11,symbiont-barren,spinose,0.0616
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.11,symbiont-bearing,non-spinose,0
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.11,symbiont-bearing,spinose,0.2218
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.11,symbiont-facultative,non-spinose,0.197
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.11,symbiont-facultative,spinose,0.0052
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.11,symbiont-obligate,spinose,0.4241
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.11,undetermined,non-spinose,0.0084
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.12,symbiont-barren,non-spinose,0.1087
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.12,symbiont-barren,spinose,0.0805
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.12,symbiont-bearing,non-spinose,0
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.12,symbiont-bearing,spinose,0.1921
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.12,symbiont-facultative,non-spinose,0.1507
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.12,symbiont-facultative,spinose,0.0088
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.12,symbiont-obligate,spinose,0.4473
GeoB5140-3,,-19.0517,-16.6133,3660,South Atlantic,0.12,undetermined,non-spinose,0.0117
GeoB7010-2,,8.57,-53.205,2549,North Atlantic,,symbiont-barren,non-spinose,0.165512376555085
GeoB7010-2,,8.57,-53.205,2549,North Atlantic,,symbiont-barren,spinose,0.284917275875337
GeoB7010-2,,8.57,-53.205,2549,North Atlantic,,symbiont-bearing,non-spinose,0
GeoB7010-2,,8.57,-53.205,2549,North Atlantic,,symbiont-bearing,spinose,0.0633485406475018
GeoB7010-2,,8.57,-53.205,2549,North Atlantic,,symbiont-facultative,non-spinose,0.420308177137727
GeoB7010-2,,8.57,-53.205,2549,North Atlantic,,symbiont-facultative,spinose,0.00605544256948643
GeoB7010-2,,8.57,-53.205,2549,North Atlantic,,symbiont-obligate,spinose,1.05395848220011
GeoB7010-2,,8.57,-53.205,2549,North Atlantic,,undetermined,non-spinose,0.00294985250737463
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,symbiont-barren,non-spinose,1
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,symbiont-barren,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,symbiont-bearing,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,symbiont-bearing,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,symbiont-facultative,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,symbiont-facultative,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,symbiont-obligate,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.23,undetermined,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,symbiont-barren,non-spinose,1
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,symbiont-barren,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,symbiont-bearing,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,symbiont-bearing,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,symbiont-facultative,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,symbiont-facultative,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,symbiont-obligate,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.35,undetermined,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,symbiont-barren,non-spinose,1
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,symbiont-barren,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,symbiont-bearing,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,symbiont-bearing,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,symbiont-facultative,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,symbiont-facultative,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,symbiont-obligate,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,2.68,undetermined,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,symbiont-barren,non-spinose,1
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,symbiont-barren,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,symbiont-bearing,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,symbiont-bearing,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,symbiont-facultative,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,symbiont-facultative,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,symbiont-obligate,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.03,undetermined,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,symbiont-barren,non-spinose,1
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,symbiont-barren,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,symbiont-bearing,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,symbiont-bearing,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,symbiont-facultative,non-spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,symbiont-facultative,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,symbiont-obligate,spinose,0
HU87-033-008,,62.6485,-53.8845,,North Atlantic,3.14,undetermined,non-spinose,0
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,symbiont-barren,non-spinose,0.987
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,symbiont-barren,spinose,0.014
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,symbiont-bearing,non-spinose,0
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,symbiont-bearing,spinose,0
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,symbiont-facultative,non-spinose,0
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,symbiont-facultative,spinose,0
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,symbiont-obligate,spinose,0
HU90-013-013,,58.2098,-48.3733,,North Atlantic,4.78,undetermined,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3,symbiont-barren,non-spinose,0.966
HU91-045-090,,50.3898,-45.26,,North Atlantic,3,symbiont-barren,spinose,0.029
HU91-045-090,,50.3898,-45.26,,North Atlantic,3,symbiont-bearing,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3,symbiont-bearing,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3,symbiont-facultative,non-spinose,0.005
HU91-045-090,,50.3898,-45.26,,North Atlantic,3,symbiont-facultative,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3,symbiont-obligate,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3,undetermined,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.1,symbiont-barren,non-spinose,0.933
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.1,symbiont-barren,spinose,0.045
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.1,symbiont-bearing,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.1,symbiont-bearing,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.1,symbiont-facultative,non-spinose,0.023
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.1,symbiont-facultative,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.1,symbiont-obligate,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.1,undetermined,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.19,symbiont-barren,non-spinose,0.996
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.19,symbiont-barren,spinose,0.003
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.19,symbiont-bearing,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.19,symbiont-bearing,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.19,symbiont-facultative,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.19,symbiont-facultative,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.19,symbiont-obligate,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.19,undetermined,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.36,symbiont-barren,non-spinose,0.993
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.36,symbiont-barren,spinose,0.006
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.36,symbiont-bearing,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.36,symbiont-bearing,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.36,symbiont-facultative,non-spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.36,symbiont-facultative,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.36,symbiont-obligate,spinose,0
HU91-045-090,,50.3898,-45.26,,North Atlantic,3.36,undetermined,non-spinose,0
JM96-1225/1+2,Gravity corer,64.905,-29.29,1683,North Atlantic,,symbiont-barren,spinose,0.16990639796
JM96-1225/1+2,Gravity corer,64.905,-29.29,1683,North Atlantic,,symbiont-bearing,non-spinose,0.00316455696
JM96-1225/1+2,Gravity corer,64.905,-29.29,1683,North Atlantic,,symbiont-bearing,spinose,0
JM96-1225/1+2,Gravity corer,64.905,-29.29,1683,North Atlantic,,symbiont-facultative,non-spinose,0.15253352809
JM96-1225/1+2,Gravity corer,64.905,-29.29,1683,North Atlantic,,symbiont-facultative,spinose,0
JM96-1225/1+2,Gravity corer,64.905,-29.29,1683,North Atlantic,,symbiont-obligate,spinose,0
JM96-1225/1+2,Gravity corer,64.905,-29.29,1683,North Atlantic,,undetermined,non-spinose,0
K12,,2.688888889,127.7361111,3510,Pacific,2.8675,symbiont-barren,non-spinose,0.066
K12,,2.688888889,127.7361111,3510,Pacific,2.8675,symbiont-barren,spinose,0.105
K12,,2.688888889,127.7361111,3510,Pacific,2.8675,symbiont-bearing,non-spinose,0
K12,,2.688888889,127.7361111,3510,Pacific,2.8675,symbiont-bearing,spinose,0.015
K12,,2.688888889,127.7361111,3510,Pacific,2.8675,symbiont-facultative,non-spinose,0.74
K12,,2.688888889,127.7361111,3510,Pacific,2.8675,symbiont-facultative,spinose,0
K12,,2.688888889,127.7361111,3510,Pacific,2.8675,symbiont-obligate,spinose,0.129
K12,,2.688888889,127.7361111,3510,Pacific,2.8675,undetermined,non-spinose,0
K708-4,,49.984,-25.018,3346,North Atlantic,58,symbiont-barren,non-spinose,0.976470588235294
K708-4,,49.984,-25.018,3346,North Atlantic,58,symbiont-barren,spinose,0.0188235294117647
K708-4,,49.984,-25.018,3346,North Atlantic,58,symbiont-bearing,non-spinose,0
K708-4,,49.984,-25.018,3346,North Atlantic,58,symbiont-bearing,spinose,0
K708-4,,49.984,-25.018,3346,North Atlantic,58,symbiont-facultative,non-spinose,0.00470588235294118
K708-4,,49.984,-25.018,3346,North Atlantic,58,symbiont-facultative,spinose,0
K708-4,,49.984,-25.018,3346,North Atlantic,58,symbiont-obligate,spinose,0
K708-4,,49.984,-25.018,3346,North Atlantic,58,undetermined,non-spinose,0
K708-6,,51.552,-29.567,2469,North Atlantic,60,symbiont-barren,non-spinose,0.935
K708-6,,51.552,-29.567,2469,North Atlantic,60,symbiont-barren,spinose,0.065
K708-6,,51.552,-29.567,2469,North Atlantic,60,symbiont-bearing,non-spinose,0
K708-6,,51.552,-29.567,2469,North Atlantic,60,symbiont-bearing,spinose,0
