Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Symbiosis,Spine,Relative Abundance
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.33,symbiont-obligate,spinose,0.1553
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.33,undetermined,non-spinose,0
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.38,symbiont-barren,non-spinose,0.418
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.38,symbiont-barren,spinose,0.1834
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.38,symbiont-bearing,non-spinose,0
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.38,symbiont-bearing,spinose,0.0426
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.38,symbiont-facultative,non-spinose,0.2079
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.38,symbiont-facultative,spinose,0
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.38,symbiont-obligate,spinose,0.148
GeoB1220-1,,-24.0333,5.3067,2265,South Atlantic,0.38,undetermined,non-spinose,0
GeoB12615-4,,-7.138333,39.840833,446,Indian,,symbiont-barren,non-spinose,0.20079575596817
GeoB12615-4,,-7.138333,39.840833,446,Indian,,symbiont-barren,spinose,0.150397877984085
GeoB12615-4,,-7.138333,39.840833,446,Indian,,symbiont-bearing,non-spinose,0.00610079575596817
GeoB12615-4,,-7.138333,39.840833,446,Indian,,symbiont-bearing,spinose,0.115915119363395
GeoB12615-4,,-7.138333,39.840833,446,Indian,,symbiont-facultative,non-spinose,0.50132625994695
GeoB12615-4,,-7.138333,39.840833,446,Indian,,symbiont-facultative,spinose,0.0026525198938992
GeoB12615-4,,-7.138333,39.840833,446,Indian,,symbiont-obligate,spinose,0.943501326259947
GeoB12615-4,,-7.138333,39.840833,446,Indian,,undetermined,non-spinose,0.0793103448275862
GeoB1306-1,,-35.2067,-26.765,4057,South Atlantic,0.19,symbiont-barren,non-spinose,0.6595
GeoB1306-1,,-35.2067,-26.765,4057,South Atlantic,0.19,symbiont-barren,spinose,0.1402
GeoB1306-1,,-35.2067,-26.765,4057,South Atlantic,0.19,symbiont-bearing,non-spinose,0
GeoB1306-1,,-35.2067,-26.765,4057,South Atlantic,0.19,symbiont-bearing,spinose,0
GeoB1306-1,,-35.2067,-26.765,4057,South Atlantic,0.19,symbiont-facultative,non-spinose,0.145
GeoB1306-1,,-35.2067,-26.765,4057,South Atlantic,0.19,symbiont-facultative,spinose,0
GeoB1306-1,,-35.2067,-26.765,4057,South Atlantic,0.19,symbiont-obligate,spinose,0.0514
GeoB1306-1,,-35.2067,-26.765,4057,South Atlantic,0.19,undetermined,non-spinose,0.0041
GeoB1309-2,,-31.6667,-28.6667,3963,South Atlantic,0.18,symbiont-barren,non-spinose,0.3537
GeoB1309-2,,-31.6667,-28.6667,3963,South Atlantic,0.18,symbiont-barren,spinose,0.0526
GeoB1309-2,,-31.6667,-28.6667,3963,South Atlantic,0.18,symbiont-bearing,non-spinose,0
GeoB1309-2,,-31.6667,-28.6667,3963,South Atlantic,0.18,symbiont-bearing,spinose,0.0274
GeoB1309-2,,-31.6667,-28.6667,3963,South Atlantic,0.18,symbiont-facultative,non-spinose,0.1522
GeoB1309-2,,-31.6667,-28.6667,3963,South Atlantic,0.18,symbiont-facultative,spinose,0
GeoB1309-2,,-31.6667,-28.6667,3963,South Atlantic,0.18,symbiont-obligate,spinose,0.4142
GeoB1309-2,,-31.6667,-28.6667,3963,South Atlantic,0.18,undetermined,non-spinose,0
GeoB1312-2,,-31.6617,-29.6567,3436,South Atlantic,0.13,symbiont-barren,non-spinose,0.2995
GeoB1312-2,,-31.6617,-29.6567,3436,South Atlantic,0.13,symbiont-barren,spinose,0.0063
GeoB1312-2,,-31.6617,-29.6567,3436,South Atlantic,0.13,symbiont-bearing,non-spinose,0
GeoB1312-2,,-31.6617,-29.6567,3436,South Atlantic,0.13,symbiont-bearing,spinose,0.0257
GeoB1312-2,,-31.6617,-29.6567,3436,South Atlantic,0.13,symbiont-facultative,non-spinose,0.1653
GeoB1312-2,,-31.6617,-29.6567,3436,South Atlantic,0.13,symbiont-facultative,spinose,0
GeoB1312-2,,-31.6617,-29.6567,3436,South Atlantic,0.13,symbiont-obligate,spinose,0.5032
GeoB1312-2,,-31.6617,-29.6567,3436,South Atlantic,0.13,undetermined,non-spinose,0
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.19,symbiont-barren,non-spinose,0.1654
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.19,symbiont-barren,spinose,0.1054
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.19,symbiont-bearing,non-spinose,0
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.19,symbiont-bearing,spinose,0.0394
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.19,symbiont-facultative,non-spinose,0.2865
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.19,symbiont-facultative,spinose,0
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.19,symbiont-obligate,spinose,0.4035
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.19,undetermined,non-spinose,0
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.23,symbiont-barren,non-spinose,0.1993
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.23,symbiont-barren,spinose,0.1069
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.23,symbiont-bearing,non-spinose,0
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.23,symbiont-bearing,spinose,0.0403
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.23,symbiont-facultative,non-spinose,0.2553
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.23,symbiont-facultative,spinose,0
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.23,symbiont-obligate,spinose,0.3981
GeoB1413-4,,-15.68,-9.455,3789,South Atlantic,0.23,undetermined,non-spinose,0
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.33,symbiont-barren,non-spinose,0.1663
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.33,symbiont-barren,spinose,0.1897
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.33,symbiont-bearing,non-spinose,0
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.33,symbiont-bearing,spinose,0.0806
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.33,symbiont-facultative,non-spinose,0.1756
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.33,symbiont-facultative,spinose,0
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.33,symbiont-obligate,spinose,0.3814
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.33,undetermined,non-spinose,0.0064
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.38,symbiont-barren,non-spinose,0.1133
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.38,symbiont-barren,spinose,0.1768
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.38,symbiont-bearing,non-spinose,0
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.38,symbiont-bearing,spinose,0.0643
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.38,symbiont-facultative,non-spinose,0.2242
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.38,symbiont-facultative,spinose,0.0035
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.38,symbiont-obligate,spinose,0.414
GeoB1417-1,,-20.3667,-12.7067,2845,South Atlantic,0.38,undetermined,non-spinose,0.0035
GeoB1419-2,,-15.5367,-17.0683,4024,South Atlantic,0.23,symbiont-barren,non-spinose,0.0564
GeoB1419-2,,-15.5367,-17.0683,4024,South Atlantic,0.23,symbiont-barren,spinose,0.1445
GeoB1419-2,,-15.5367,-17.0683,4024,South Atlantic,0.23,symbiont-bearing,non-spinose,0
GeoB1419-2,,-15.5367,-17.0683,4024,South Atlantic,0.23,symbiont-bearing,spinose,0.0778
GeoB1419-2,,-15.5367,-17.0683,4024,South Atlantic,0.23,symbiont-facultative,non-spinose,0.157
GeoB1419-2,,-15.5367,-17.0683,4024,South Atlantic,0.23,symbiont-facultative,spinose,0
GeoB1419-2,,-15.5367,-17.0683,4024,South Atlantic,0.23,symbiont-obligate,spinose,0.5612
GeoB1419-2,,-15.5367,-17.0683,4024,South Atlantic,0.23,undetermined,non-spinose,0.0029
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.33,symbiont-barren,non-spinose,0.2031
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.33,symbiont-barren,spinose,0.0157
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.33,symbiont-bearing,non-spinose,0
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.33,symbiont-bearing,spinose,0
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.33,symbiont-facultative,non-spinose,0.1669
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.33,symbiont-facultative,spinose,0
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.33,symbiont-obligate,spinose,0.6063
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.33,undetermined,non-spinose,0.0079
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.38,symbiont-barren,non-spinose,0.1538
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.38,symbiont-barren,spinose,0.0181
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.38,symbiont-bearing,non-spinose,0
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.38,symbiont-bearing,spinose,0
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.38,symbiont-facultative,non-spinose,0.1556
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.38,symbiont-facultative,spinose,0.0017
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.38,symbiont-obligate,spinose,0.6674
GeoB1501-4,,-3.6783,-32.0067,4257,South Atlantic,0.38,undetermined,non-spinose,0.0035
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.28,symbiont-barren,non-spinose,0.1748
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.28,symbiont-barren,spinose,0.0572
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.28,symbiont-bearing,non-spinose,0
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.28,symbiont-bearing,spinose,0.0501
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.28,symbiont-facultative,non-spinose,0.3317
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.28,symbiont-facultative,spinose,0
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.28,symbiont-obligate,spinose,0.3864
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.28,undetermined,non-spinose,0
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.33,symbiont-barren,non-spinose,0.1946
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.33,symbiont-barren,spinose,0.0823
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.33,symbiont-bearing,non-spinose,0
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.33,symbiont-bearing,spinose,0.0533
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.33,symbiont-facultative,non-spinose,0.2836
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.33,symbiont-facultative,spinose,0
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.33,symbiont-obligate,spinose,0.3863
GeoB1503-1,,2.3117,-30.6467,2306,North Atlantic,0.33,undetermined,non-spinose,0
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.48,symbiont-barren,non-spinose,0.1919
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.48,symbiont-barren,spinose,0.0425
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.48,symbiont-bearing,non-spinose,0
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.48,symbiont-bearing,spinose,0.0139
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.48,symbiont-facultative,non-spinose,0.2592
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.48,symbiont-facultative,spinose,0
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.48,symbiont-obligate,spinose,0.491
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.48,undetermined,non-spinose,0.0017
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.53,symbiont-barren,non-spinose,0.1984
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.53,symbiont-barren,spinose,0.0295
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.53,symbiont-bearing,non-spinose,0
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.53,symbiont-bearing,spinose,0.0024
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.53,symbiont-facultative,non-spinose,0.2409
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.53,symbiont-facultative,spinose,0
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.53,symbiont-obligate,spinose,0.5289
GeoB1505-1,,2.27,-33.01,3705,North Atlantic,0.53,undetermined,non-spinose,0
GeoB1508-4,,5.3333,-34.025,3682,North Atlantic,0.28,symbiont-barren,non-spinose,0.0902
GeoB1508-4,,5.3333,-34.025,3682,North Atlantic,0.28,symbiont-barren,spinose,0.003
GeoB1508-4,,5.3333,-34.025,3682,North Atlantic,0.28,symbiont-bearing,non-spinose,0
GeoB1508-4,,5.3333,-34.025,3682,North Atlantic,0.28,symbiont-bearing,spinose,0.0178
GeoB1508-4,,5.3333,-34.025,3682,North Atlantic,0.28,symbiont-facultative,non-spinose,0.1723
GeoB1508-4,,5.3333,-34.025,3682,North Atlantic,0.28,symbiont-facultative,spinose,0
GeoB1508-4,,5.3333,-34.025,3682,North Atlantic,0.28,symbiont-obligate,spinose,0.7169
GeoB1508-4,,5.3333,-34.025,3682,North Atlantic,0.28,undetermined,non-spinose,0
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.48,symbiont-barren,non-spinose,0.1223
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.48,symbiont-barren,spinose,0.013
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.48,symbiont-bearing,non-spinose,0
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.48,symbiont-bearing,spinose,0.0174
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.48,symbiont-facultative,non-spinose,0.1686
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.48,symbiont-facultative,spinose,0
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.48,symbiont-obligate,spinose,0.6787
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.48,undetermined,non-spinose,0
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.53,symbiont-barren,non-spinose,0.1299
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.53,symbiont-barren,spinose,0.0095
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.53,symbiont-bearing,non-spinose,0
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.53,symbiont-bearing,spinose,0.0142
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.53,symbiont-facultative,non-spinose,0.1527
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.53,symbiont-facultative,spinose,0
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.53,symbiont-obligate,spinose,0.6867
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.53,undetermined,non-spinose,0.0071
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.63,symbiont-barren,non-spinose,0.1162
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.63,symbiont-barren,spinose,0.0182
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.63,symbiont-bearing,non-spinose,0
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.63,symbiont-bearing,spinose,0.0093
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.63,symbiont-facultative,non-spinose,0.1251
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.63,symbiont-facultative,spinose,0
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.63,symbiont-obligate,spinose,0.7304
GeoB1515-1,,4.2383,-43.6667,3129,North Atlantic,0.63,undetermined,non-spinose,0.001
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.38,symbiont-barren,non-spinose,0.1445
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.38,symbiont-barren,spinose,0.0048
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.38,symbiont-bearing,non-spinose,0
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.38,symbiont-bearing,spinose,0.0191
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.38,symbiont-facultative,non-spinose,0.1527
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.38,symbiont-facultative,spinose,0
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.38,symbiont-obligate,spinose,0.679
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.38,undetermined,non-spinose,0
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.43,symbiont-barren,non-spinose,0.1267
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.43,symbiont-barren,spinose,0.0139
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.43,symbiont-bearing,non-spinose,0
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.43,symbiont-bearing,spinose,0.0124
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.43,symbiont-facultative,non-spinose,0.1575
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.43,symbiont-facultative,spinose,0
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.43,symbiont-obligate,spinose,0.6895
GeoB1523-1,,3.8317,-41.6217,3292,North Atlantic,0.43,undetermined,non-spinose,0
GeoB16224-1,,6.656333,-52.083167,2510,North Atlantic,,symbiont-barren,non-spinose,0.327087831719719
GeoB16224-1,,6.656333,-52.083167,2510,North Atlantic,,symbiont-barren,spinose,0.184814028000279
GeoB16224-1,,6.656333,-52.083167,2510,North Atlantic,,symbiont-bearing,non-spinose,0
GeoB16224-1,,6.656333,-52.083167,2510,North Atlantic,,symbiont-bearing,spinose,0.0485738664066309
GeoB16224-1,,6.656333,-52.083167,2510,North Atlantic,,symbiont-facultative,non-spinose,0.440473288291426
GeoB16224-1,,6.656333,-52.083167,2510,North Atlantic,,symbiont-facultative,spinose,0
GeoB16224-1,,6.656333,-52.083167,2510,North Atlantic,,symbiont-obligate,spinose,0.991397924357456
GeoB16224-1,,6.656333,-52.083167,2510,North Atlantic,,undetermined,non-spinose,0.0076530612244898
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,0.98,symbiont-barren,non-spinose,0.1057
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,0.98,symbiont-barren,spinose,0.0299
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,0.98,symbiont-bearing,non-spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,0.98,symbiont-bearing,spinose,0.0088
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,0.98,symbiont-facultative,non-spinose,0.4845
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,0.98,symbiont-facultative,spinose,0.0018
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,0.98,symbiont-obligate,spinose,0.3586
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,0.98,undetermined,non-spinose,0.0106
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.03,symbiont-barren,non-spinose,0.0679
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.03,symbiont-barren,spinose,0.0342
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.03,symbiont-bearing,non-spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.03,symbiont-bearing,spinose,0.0233
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.03,symbiont-facultative,non-spinose,0.4329
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.03,symbiont-facultative,spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.03,symbiont-obligate,spinose,0.4387
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.03,undetermined,non-spinose,0.0032
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.08,symbiont-barren,non-spinose,0.0715
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.08,symbiont-barren,spinose,0.0461
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.08,symbiont-bearing,non-spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.08,symbiont-bearing,spinose,0.0188
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.08,symbiont-facultative,non-spinose,0.4412
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.08,symbiont-facultative,spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.08,symbiont-obligate,spinose,0.415
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.08,undetermined,non-spinose,0.0075
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.13,symbiont-barren,non-spinose,0.1861
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.13,symbiont-barren,spinose,0.0193
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.13,symbiont-bearing,non-spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.13,symbiont-bearing,spinose,0.0281
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.13,symbiont-facultative,non-spinose,0.403
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.13,symbiont-facultative,spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.13,symbiont-obligate,spinose,0.3635
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.13,undetermined,non-spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.18,symbiont-barren,non-spinose,0.2457
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.18,symbiont-barren,spinose,0.0438
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.18,symbiont-bearing,non-spinose,0
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.18,symbiont-bearing,spinose,0.0097
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.18,symbiont-facultative,non-spinose,0.3772
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.18,symbiont-facultative,spinose,0.0024
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.18,symbiont-obligate,spinose,0.3212
GeoB1701-4,,1.95,3.5517,4162,North Atlantic,1.18,undetermined,non-spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.23,symbiont-barren,non-spinose,0.6151
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.23,symbiont-barren,spinose,0.2217
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.23,symbiont-bearing,non-spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.23,symbiont-bearing,spinose,0.0209
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.23,symbiont-facultative,non-spinose,0.113
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.23,symbiont-facultative,spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.23,symbiont-obligate,spinose,0.021
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.23,undetermined,non-spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.28,symbiont-barren,non-spinose,0.801
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.28,symbiont-barren,spinose,0.1104
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.28,symbiont-bearing,non-spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.28,symbiont-bearing,spinose,0.0221
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.28,symbiont-facultative,non-spinose,0.0442
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.28,symbiont-facultative,spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.28,symbiont-obligate,spinose,0.022
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.28,undetermined,non-spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.33,symbiont-barren,non-spinose,0.8135
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.33,symbiont-barren,spinose,0.1314
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.33,symbiont-bearing,non-spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.33,symbiont-bearing,spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.33,symbiont-facultative,non-spinose,0.0423
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.33,symbiont-facultative,spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.33,symbiont-obligate,spinose,0.0085
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.33,undetermined,non-spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.38,symbiont-barren,non-spinose,0.8129
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.38,symbiont-barren,spinose,0.0886
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.38,symbiont-bearing,non-spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.38,symbiont-bearing,spinose,0.0148
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.38,symbiont-facultative,non-spinose,0.0542
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.38,symbiont-facultative,spinose,0
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.38,symbiont-obligate,spinose,0.0197
GeoB1706-2,,-19.5617,11.175,980,South Atlantic,1.38,undetermined,non-spinose,0
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.73,symbiont-barren,non-spinose,0.823
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.73,symbiont-barren,spinose,0.122
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.73,symbiont-bearing,non-spinose,0
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.73,symbiont-bearing,spinose,0
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.73,symbiont-facultative,non-spinose,0.052
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.73,symbiont-facultative,spinose,0
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.73,symbiont-obligate,spinose,0.003
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.73,undetermined,non-spinose,0
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.78,symbiont-barren,non-spinose,0.738
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.78,symbiont-barren,spinose,0.184
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.78,symbiont-bearing,non-spinose,0
GeoB1711-4,,-23.315,12.3767,1967,South Atlantic,1.78,symbiont-bearing,spinose,0
