Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Symbiosis,Spine,Absolute Abundance
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.8,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.83,symbiont-barren,non-spinose,236
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.83,symbiont-barren,spinose,13
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.83,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.83,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.83,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.83,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.83,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.83,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.85,symbiont-barren,non-spinose,199
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.85,symbiont-barren,spinose,6
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.85,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.85,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.85,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.85,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.85,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.85,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.88,symbiont-barren,non-spinose,213
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.88,symbiont-barren,spinose,8
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.88,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.88,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.88,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.88,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.88,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.88,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.9,symbiont-barren,non-spinose,307
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.9,symbiont-barren,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.9,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.9,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.9,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.9,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.9,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.9,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.93,symbiont-barren,non-spinose,230
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.93,symbiont-barren,spinose,12
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.93,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.93,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.93,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.93,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.93,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.93,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.96,symbiont-barren,non-spinose,323
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.96,symbiont-barren,spinose,19
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.96,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.96,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.96,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.96,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.96,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,3.96,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4,symbiont-barren,non-spinose,289
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4,symbiont-barren,spinose,1
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.04,symbiont-barren,non-spinose,217
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.04,symbiont-barren,spinose,6
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.04,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.04,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.04,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.04,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.04,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.04,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.1,symbiont-barren,non-spinose,298
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.1,symbiont-barren,spinose,1
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.1,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.1,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.1,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.1,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.1,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.1,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.13,symbiont-barren,non-spinose,239
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.13,symbiont-barren,spinose,7
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.13,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.13,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.13,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.13,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.13,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.13,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.16,symbiont-barren,non-spinose,203
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.16,symbiont-barren,spinose,12
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.16,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.16,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.16,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.16,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.16,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.16,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.2,symbiont-barren,non-spinose,305
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.2,symbiont-barren,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.2,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.2,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.2,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.2,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.2,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.2,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.27,symbiont-barren,non-spinose,209
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.27,symbiont-barren,spinose,4
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.27,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.27,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.27,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.27,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.27,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.27,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.3,symbiont-barren,non-spinose,300
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.3,symbiont-barren,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.3,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.3,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.3,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.3,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.3,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.3,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.36,symbiont-barren,non-spinose,197
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.36,symbiont-barren,spinose,15
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.36,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.36,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.36,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.36,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.36,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.36,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.4,symbiont-barren,non-spinose,303
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.4,symbiont-barren,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.4,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.4,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.4,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.4,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.4,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.4,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.43,symbiont-barren,non-spinose,205
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.43,symbiont-barren,spinose,5
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.43,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.43,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.43,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.43,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.43,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.43,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.47,symbiont-barren,non-spinose,214
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.47,symbiont-barren,spinose,8
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.47,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.47,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.47,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.47,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.47,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.47,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.49,symbiont-barren,non-spinose,208
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.49,symbiont-barren,spinose,2
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.49,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.49,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.49,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.49,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.49,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.49,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.54,symbiont-barren,non-spinose,206
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.54,symbiont-barren,spinose,5
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.54,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.54,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.54,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.54,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.54,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.54,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.59,symbiont-barren,non-spinose,198
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.59,symbiont-barren,spinose,2
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.59,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.59,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.59,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.59,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.59,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.59,undetermined,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.6,symbiont-barren,non-spinose,305
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.6,symbiont-barren,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.6,symbiont-bearing,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.6,symbiont-bearing,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.6,symbiont-facultative,non-spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.6,symbiont-facultative,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.6,symbiont-obligate,spinose,0
MD95-2010,Calypso,66.6842,4.5662,1226,North Atlantic,4.6,undetermined,non-spinose,0
MD95-2042,Calypso Corer,37.799833,-10.1665,3146,North Atlantic,,symbiont-barren,non-spinose,3864
MD95-2042,Calypso Corer,37.799833,-10.1665,3146,North Atlantic,,symbiont-barren,spinose,2279
MD95-2042,Calypso Corer,37.799833,-10.1665,3146,North Atlantic,,symbiont-bearing,non-spinose,0
MD95-2042,Calypso Corer,37.799833,-10.1665,3146,North Atlantic,,symbiont-bearing,spinose,30
MD95-2042,Calypso Corer,37.799833,-10.1665,3146,North Atlantic,,symbiont-facultative,non-spinose,1914
MD95-2042,Calypso Corer,37.799833,-10.1665,3146,North Atlantic,,symbiont-facultative,spinose,0
MD95-2042,Calypso Corer,37.799833,-10.1665,3146,North Atlantic,,symbiont-obligate,spinose,817
MD95-2042,Calypso Corer,37.799833,-10.1665,3146,North Atlantic,,undetermined,non-spinose,0
MD96-2048,Calypso Corer,-26.1667,34.0167,660,Indian,,symbiont-barren,non-spinose,186
MD96-2048,Calypso Corer,-26.1667,34.0167,660,Indian,,symbiont-barren,spinose,92
MD96-2048,Calypso Corer,-26.1667,34.0167,660,Indian,,symbiont-bearing,non-spinose,0
MD96-2048,Calypso Corer,-26.1667,34.0167,660,Indian,,symbiont-bearing,spinose,35
MD96-2048,Calypso Corer,-26.1667,34.0167,660,Indian,,symbiont-facultative,non-spinose,397
MD96-2048,Calypso Corer,-26.1667,34.0167,660,Indian,,symbiont-facultative,spinose,0
MD96-2048,Calypso Corer,-26.1667,34.0167,660,Indian,,symbiont-obligate,spinose,495
MD96-2048,Calypso Corer,-26.1667,34.0167,660,Indian,,undetermined,non-spinose,0
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,,symbiont-barren,non-spinose,83
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,,symbiont-barren,spinose,484
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,,symbiont-bearing,non-spinose,0
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,,symbiont-bearing,spinose,111
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,,symbiont-facultative,non-spinose,1197
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,,symbiont-facultative,spinose,0
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,,symbiont-obligate,spinose,968
MD97-2138,Calypso Corer,1.42,146.236,1960,Pacific,,undetermined,non-spinose,4
MD98-2195,Calypso Corer,31.64,128.94,746,Pacific,,symbiont-barren,non-spinose,6400
MD98-2195,Calypso Corer,31.64,128.94,746,Pacific,,symbiont-barren,spinose,7383
MD98-2195,Calypso Corer,31.64,128.94,746,Pacific,,symbiont-bearing,non-spinose,0
MD98-2195,Calypso Corer,31.64,128.94,746,Pacific,,symbiont-bearing,spinose,414
MD98-2195,Calypso Corer,31.64,128.94,746,Pacific,,symbiont-facultative,non-spinose,9021
MD98-2195,Calypso Corer,31.64,128.94,746,Pacific,,symbiont-facultative,spinose,0
MD98-2195,Calypso Corer,31.64,128.94,746,Pacific,,symbiont-obligate,spinose,4791
MD98-2195,Calypso Corer,31.64,128.94,746,Pacific,,undetermined,non-spinose,0
MD98-2196,Calypso Corer,29.88,128.61,951,Pacific,,symbiont-barren,non-spinose,148
MD98-2196,Calypso Corer,29.88,128.61,951,Pacific,,symbiont-barren,spinose,430
MD98-2196,Calypso Corer,29.88,128.61,951,Pacific,,symbiont-bearing,non-spinose,1
MD98-2196,Calypso Corer,29.88,128.61,951,Pacific,,symbiont-bearing,spinose,52
MD98-2196,Calypso Corer,29.88,128.61,951,Pacific,,symbiont-facultative,non-spinose,645
MD98-2196,Calypso Corer,29.88,128.61,951,Pacific,,symbiont-facultative,spinose,2
MD98-2196,Calypso Corer,29.88,128.61,951,Pacific,,symbiont-obligate,spinose,520
MD98-2196,Calypso Corer,29.88,128.61,951,Pacific,,undetermined,non-spinose,10
MD99-2281,Calypso Corer,60.341833,-9.455667,1197,North Atlantic,,symbiont-barren,non-spinose,6920
MD99-2281,Calypso Corer,60.341833,-9.455667,1197,North Atlantic,,symbiont-barren,spinose,1190
MD99-2281,Calypso Corer,60.341833,-9.455667,1197,North Atlantic,,symbiont-bearing,non-spinose,0
MD99-2281,Calypso Corer,60.341833,-9.455667,1197,North Atlantic,,symbiont-bearing,spinose,0
MD99-2281,Calypso Corer,60.341833,-9.455667,1197,North Atlantic,,symbiont-facultative,non-spinose,1036
MD99-2281,Calypso Corer,60.341833,-9.455667,1197,North Atlantic,,symbiont-facultative,spinose,0
MD99-2281,Calypso Corer,60.341833,-9.455667,1197,North Atlantic,,symbiont-obligate,spinose,0
MD99-2281,Calypso Corer,60.341833,-9.455667,1197,North Atlantic,,undetermined,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.1,symbiont-barren,non-spinose,307
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.1,symbiont-barren,spinose,17
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.1,symbiont-bearing,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.1,symbiont-bearing,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.1,symbiont-facultative,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.1,symbiont-facultative,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.1,symbiont-obligate,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.1,undetermined,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.2,symbiont-barren,non-spinose,309
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.2,symbiont-barren,spinose,16
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.2,symbiont-bearing,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.2,symbiont-bearing,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.2,symbiont-facultative,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.2,symbiont-facultative,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.2,symbiont-obligate,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.2,undetermined,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.3,symbiont-barren,non-spinose,337
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.3,symbiont-barren,spinose,20
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.3,symbiont-bearing,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.3,symbiont-bearing,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.3,symbiont-facultative,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.3,symbiont-facultative,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.3,symbiont-obligate,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.3,undetermined,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.4,symbiont-barren,non-spinose,310
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.4,symbiont-barren,spinose,17
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.4,symbiont-bearing,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.4,symbiont-bearing,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.4,symbiont-facultative,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.4,symbiont-facultative,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.4,symbiont-obligate,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.4,undetermined,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.5,symbiont-barren,non-spinose,319
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.5,symbiont-barren,spinose,20
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.5,symbiont-bearing,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.5,symbiont-bearing,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.5,symbiont-facultative,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.5,symbiont-facultative,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.5,symbiont-obligate,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.5,undetermined,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.6,symbiont-barren,non-spinose,312
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.6,symbiont-barren,spinose,10
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.6,symbiont-bearing,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.6,symbiont-bearing,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.6,symbiont-facultative,non-spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.6,symbiont-facultative,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.6,symbiont-obligate,spinose,0
MD99-2303,Calypso core,77.519667,8.399667,2325,North Atlantic,2.6,undetermined,non-spinose,0
