Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Species,Absolute Abundance
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. inflata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. dutertrei,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. incompta,97
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. pachyderma,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,P. obliquiloculata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. conglomerata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. hexagonus,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,B. pumilio,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. bulloides,30
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. falconensis,15
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. conglobatus,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. ruber ruber,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. ruber albus,26
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. sacculifer,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. tenellus,2
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,O. universa,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,B. digitata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. siphonifera,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. calida,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. adamsi,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. quinqueloba,67
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. humilis,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. rubescens,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,S. dehiscens,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,C. nitida,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. glutinata,104
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. uvula,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. minuta,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. iota,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,H. pelagica,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,H. digitata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,D. anfracta,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. cavernula,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. crassaformis,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. hirsuta,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. cultrata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. scitula,56
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. truncatulinoides,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. tumida,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. ungulata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. eastropacia,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. inflata,1
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. dutertrei,2
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. incompta,141
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. pachyderma,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,P. obliquiloculata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. conglomerata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. hexagonus,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,B. pumilio,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. bulloides,71
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. falconensis,30
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. conglobatus,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. ruber ruber,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. ruber albus,58
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. sacculifer,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. tenellus,1
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,O. universa,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,B. digitata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. siphonifera,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. calida,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. adamsi,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. quinqueloba,75
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. humilis,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. rubescens,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,S. dehiscens,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,C. nitida,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. glutinata,116
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. uvula,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. minuta,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. iota,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,H. pelagica,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,H. digitata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,D. anfracta,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. cavernula,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. crassaformis,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. hirsuta,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. cultrata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. scitula,18
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. truncatulinoides,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. tumida,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. ungulata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. eastropacia,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. inflata,2
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. dutertrei,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. incompta,63
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,N. pachyderma,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,P. obliquiloculata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. conglomerata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. hexagonus,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,B. pumilio,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. bulloides,22
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. falconensis,11
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. conglobatus,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. ruber ruber,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. ruber albus,26
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,T. sacculifer,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. tenellus,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,O. universa,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,B. digitata,0
BS79-22,Gravity,38.231,14.23,1449,Mediterranean,,G. siphonifera,0
