Core,CoringDevice,Latitude,Longitude,WaterDepth_m,Ocean,SampleLabel,SampleDepthTop_m,SampleDepthBottom_m,SampleDepthMid_m,CalendarAge_cal_ky_BP,ChronozoneLevel,SedimentationRate_cm_ky,Laboratory,Publication,ChronologySource,AddedBy,DateOfAddition,Source,TaxonomicNotes,Count,QCNote,Dentigloborotalia_anfracta,Globorotalia_cavernula,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii,Globorotalia_scitula,Globorotalia_truncatulinoides,Globorotalia_tumida,Globorotalia_ungulata,Globorotalia_theyeri,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Berggrenia_pumilio,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Globigerinella_adamsi,Turborotalita_quinqueloba,Turborotalita_humilis,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Candeina_nitida,Globigerinita_glutinata,Globigerinita_uvula,Globigerinita_minuta,Tenuitella_iota,Hastigerina_pelagica,Hastigerinella_digitata,Globorotalia_menardii_Globorotalia_tumida,Globigerinoides_ruber_Globigerinoides_white,Turborotalita_humilis_Berggrenia_pumilio,Globorotalia_truncatulinoides_dextral_coiling,Globorotalia_truncatulinoides_sinistral_coiling,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Turborotalita_quinqueloba_dextral_coiling,Turborotalita_quinqueloba_sinistral_coiling,unidentified,siteID,sampleID,isCounts,inMARGO
GeoB3722-2,NA,-25.25,12.0217,3506,South Atlantic,NA,0.93,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0,0.72,0,0,0.27,0,0,0,6.09,0,89.88,0.23,0,0,0,0,2.44,0,0,0,0.05,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.27,0,0,0,0,0,LGM_0153,LGM_0153_3,FALSE,TRUE
GeoB3722-2,NA,-25.25,12.0217,3506,South Atlantic,NA,0.98,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0,1.15,0,0,0.76,0,0,0,5.13,0,86.41,1.1,0,0,0,0,5.29,0,0,0,0.05,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.76,0,0,0,0,0,LGM_0153,LGM_0153_4,FALSE,TRUE
GeoB3801-6,NA,-29.5117,-8.305,4546,South Atlantic,NA,0.18,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0.6,0,0.67,3.88,0,0,7.62,0,0,0,18.59,0.15,12.84,0,0,0,0,0,18.22,6.42,1.01,0,15.01,2.46,0,0.78,0.37,1.49,0,0,0.6,0,4.18,0,0.34,4.18,0,0,0.6,0,0,0,15.01,0,1.68,5.94,0.07,2.39,NA,NA,0,LGM_0154,LGM_0154_1,FALSE,TRUE
GeoB3808-6,NA,-30.8117,-14.7117,3213,South Atlantic,NA,0.18,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,1.51,0,0.82,2.64,0,1.57,7.85,0,0,0,16.16,0.13,9.79,0.75,0,0,0,0,25.17,0.75,0.41,0.06,18.52,0.41,0,0.66,0.19,3.17,0,0,0,0,2.89,0,0.16,6.15,0,0,0.25,0,0,0,18.58,0,1.1,6.75,0.03,0.38,0,0,0,LGM_0155,LGM_0155_1,FALSE,TRUE
GeoB3813-3,NA,-32.2683,-21.9667,4331,South Atlantic,NA,0.13,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.89,2.99,0,0.07,8.59,0,0,0,17.56,0.45,30.84,0.59,0,0,0,0,15.24,2.08,0.69,0,13.9,0.54,0,0.2,0.15,0.45,0,0,0,0,0.89,0,0.02,3.86,0,0,0,0,0,0,13.9,0,0.28,8.31,0.09,0.45,0,0,0,LGM_0156,LGM_0156_1,FALSE,TRUE
GeoB5112-5,NA,-23.825,-16.2583,3841,South Atlantic,NA,0.16,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.05,0.42,0.05,1.48,6.1,0.64,0,0,10.97,0,1.27,0,0,0,0,0,7.58,1.8,0.9,2.33,29.15,7.68,0,0.95,0.11,2.28,0.48,0,0,0,11.65,0,3.18,10.92,0,0,0,0,0,0.69,31.48,0,3.29,2.81,0.58,7.1,0,0,0,LGM_0157,LGM_0157_1,FALSE,TRUE
GeoB5115-2,NA,-24.1433,-14.0433,3291,South Atlantic,NA,0.14,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.07,0.3,0,1.41,6.98,0.07,0,0,8.12,0,0.34,0.34,0,0,0,0,7.38,1.34,0.6,1.21,34.52,4.56,0,1.31,1.51,4.96,1.07,0,0,0,9.73,0,1.41,12.68,0,0,0,0,0,0.07,35.73,0,4.16,2.82,0.2,4.36,0,0,0.1,LGM_0158,LGM_0158_1,FALSE,TRUE
GeoB5115-2,NA,-24.1433,-14.0433,3291,South Atlantic,NA,0.15,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.27,0.6,0,2.26,6.57,0,0,0,7.03,0,1.66,0,0.07,0,0,0,6.7,1.06,0.17,1.06,33.6,5.04,0,1.79,1,5.51,1.53,0,0.27,0,11.28,0.07,1.43,11.01,0,0,0,0,0,0,34.66,0,3.85,2.72,0.23,4.81,NA,NA,0.07,LGM_0158,LGM_0158_2,FALSE,TRUE
GeoB5115-2,NA,-24.1433,-14.0433,3291,South Atlantic,NA,0.16,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.16,0.16,0,2.27,5.33,0,0,0,8.48,0,1.51,0,0.28,0,0,0,8.19,1.64,0.79,2.36,31.19,4.75,0,1.32,0.25,3.15,1.83,0,0,0,7.69,0,3.02,15.37,0,0,0,0,0,0,33.55,0,2.43,2.9,0.47,4.28,0,0,0.25,LGM_0158,LGM_0158_3,FALSE,TRUE
GeoB5115-2,NA,-24.1433,-14.0433,3291,South Atlantic,NA,0.17,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.32,0.67,0,1.05,5.22,0,0,0,9.08,0,1.4,0.47,0.53,0,0,0,4.99,0.93,0.38,1.14,32.73,5.78,0,1.43,1.78,4.91,0.82,0,0,0,9.46,0,2.74,14.01,0,0,0,0,0,0,33.87,0,3.12,2.1,0.41,5.37,0,0,0.15,LGM_0158,LGM_0158_4,FALSE,TRUE
GeoB5121-2,NA,-24.1833,-12.0217,3486,South Atlantic,NA,0.16,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.84,0.57,0,2.29,6.62,0,0,0,9.57,0,1.68,0.44,0,0,0,0,7.41,3.97,1.1,0.97,24.25,5.29,0,1.41,0.97,3.53,0.18,0,0,0,13.49,0,1.32,12.87,0,0,0.71,0,0,0,25.22,0,3.62,3,0.31,4.98,0,0,0.18,LGM_0159,LGM_0159_1,FALSE,TRUE
GeoB5133-3,NA,-19.0867,-10.1917,3660,South Atlantic,NA,0.18,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0.38,0,1.39,0.02,0,3.76,4.05,0.12,0,0,11.39,0.05,3.67,0.09,0.24,0,0,0,10.78,9.6,0.24,0.87,24.38,7.01,0,1.18,0.42,2.21,0,0,0,0,7.43,0,0.38,9.98,0,0,0.38,0,0,0.12,25.25,0,3.39,0.66,1.08,5.93,0,0,0,LGM_0160,LGM_0160_1,FALSE,TRUE
GeoB5140-3,NA,-19.0517,-16.6133,3660,South Atlantic,NA,0.1,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.33,0,0,0.81,3.98,0.15,0,0,6.2,0.08,2.13,2.53,0.1,0,0,0,7.06,4.56,0.33,1.42,22.81,6.88,0.81,0.68,0.2,1.09,0,0,0,0.41,23.49,0.05,0.33,12.3,0,0,1.22,0,0,0.15,24.23,0.41,2.23,1.75,1.11,5.77,0,0,0.05,LGM_0161,LGM_0161_1,FALSE,TRUE
GeoB5140-3,NA,-19.0517,-16.6133,3660,South Atlantic,NA,0.11,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts. Removed Globorotalia_menardii_Globorotalia_tumida because not the sum.",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0.84,0,1.3,0,0.06,1.36,3.44,0.26,0,0,5.77,0.26,1.3,0.52,0.19,0,0,0,6.1,3.31,0.78,1.56,22.82,10.44,0.26,1.23,0.06,1.43,0.84,0,0,0.52,21.86,0.06,0.45,12.97,0,0,0,0,0,NA,24.38,0.52,1.43,2.01,2.66,7.78,0,0,0,LGM_0161,LGM_0161_2,FALSE,TRUE
GeoB5140-3,NA,-19.0517,-16.6133,3660,South Atlantic,NA,0.12,NA,NA,NA,2,NA,Bremen,10.1029/2003PA000902,NA,Mara Weinelt,May-03,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,1.17,0,1.32,0,0.07,1.02,3.99,0,0,0,5.2,0.18,3.37,1.17,0.22,0,0,0,7.76,4.54,0.48,0.4,28.73,7.72,0,0.37,0,1.61,0.88,0,0.29,0.88,19.17,0.04,0.18,9.22,0,0,0,0,0,0.07,29.13,0.88,2.27,1.72,1.02,6.7,NA,NA,0.04,LGM_0161,LGM_0161_3,FALSE,TRUE
V30-40,NA,-0.2,-23.15,3706,South Atlantic,NA,0.48,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,2.7,0,0.3,0.5,6.1,0.3,0,0,5.3,14.4,14.6,0,1.9,0,0,0,4,1.3,0,4.3,16.2,14.6,0.3,0.3,0,0.8,1.6,0,1.1,0.3,0.8,0,0.3,8,0,0,0,0,0,0.5,20.5,0.3,6.1,0,4,10.6,NA,NA,0,LGM_0162,LGM_0162_1,FALSE,TRUE
V30-40,NA,-0.2,-23.15,3706,South Atlantic,NA,0.51,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,2.3,0,0,0.3,8.5,0,0,0,4.3,15.4,21.9,0,0.3,0,0,0,4.6,0.6,0,2.3,12.5,14,0,0.9,0.3,1.1,0.9,0,0.6,0,0,0,0,9.1,0,0,0,0,0,0,14.8,0,8.5,0,7.7,6.3,NA,NA,0,LGM_0162,LGM_0162_2,FALSE,TRUE
V30-40,NA,-0.2,-23.15,3706,South Atlantic,NA,0.54,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,3,0,0,0.5,5.7,0,0,0,6.7,17.8,19.1,0.5,0.2,0,0,0,5.9,0.7,0,2.7,15.3,6,0.5,0.2,0,0.2,0.7,0,1,0.2,0.5,0,0,12.1,0,0,0,0,0,0,18,0.2,5.7,0,2.5,3.5,NA,NA,0,LGM_0162,LGM_0162_3,FALSE,TRUE
V30-40,NA,-0.2,-23.15,3706,South Atlantic,NA,0.57,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,3.9,0,0,0.3,11.5,0,0,0,6.5,19.4,13.6,0.5,0,0,0,0,6,0,0,2.6,9.4,14.4,0.5,1,0.3,0.8,0.8,0,0.8,0,0,0,0,7.1,0,0,0,0,0,0,12,0,11.3,0.3,6,8.4,NA,NA,0,LGM_0162,LGM_0162_4,FALSE,TRUE
V30-40,NA,-0.2,-23.15,3706,South Atlantic,NA,0.6,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,6.6,0,0,0,8.5,0,0,0,4.4,19,23.1,0.3,0,0,0,0,8.2,0.3,0,0.5,10.2,6.3,0.5,0.5,0.5,0.3,1.1,0,0.5,0,0,0,0.3,8.8,0,0,0,0,0,0,10.7,0,8.2,0.3,2.5,3.8,NA,NA,0,LGM_0162,LGM_0162_5,FALSE,TRUE
V30-40,NA,-0.2,-23.15,3706,South Atlantic,NA,0.63,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,3.3,0,0,0,10.7,0,0,0,6.3,25.5,18.6,0.5,0,0,0,0,4.9,0,0,0.8,8.5,10.7,0,0.5,0.3,1.1,1.6,0,1.4,0,0.3,0,0,4.4,0,0,0,0,0,0,9.3,0,10.7,0,5.8,4.9,NA,NA,0,LGM_0162,LGM_0162_6,FALSE,TRUE
GIK16772-2,NA,-1.35,-11.9617,3912,South Atlantic,NA,0.3,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,3.6,0,0,0,3,0,0,0,36.2,23.6,7.4,0.3,0,0,0,0,8,0.3,0,2.6,3.8,2.7,0,0.6,0,3.1,0.3,0,0,0,1,0,0,3.1,0,0,0,0,0,0,6.4,0,3,0,1,1.7,0,0,0,LGM_0163,LGM_0163_1,FALSE,TRUE
GIK16772-2,NA,-1.35,-11.9617,3912,South Atlantic,NA,0.4,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,8.8,0,0,0.1,3.6,0,0,0,25.8,22.9,19.2,0,0,0,0,0,6.6,0,0,0.1,2.9,2.3,0,0.1,0,1.4,0.1,0,0,0,0.6,0,0,5.2,0,0,0,0,0,0,3,0,3.6,0,1.3,1,0,0,0,LGM_0163,LGM_0163_2,FALSE,TRUE
GIK16867-2,NA,-2.2017,5.1017,3891,South Atlantic,NA,0.55,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,6.1,0,0.7,0.5,0,0,0,0,18,19.7,7.4,0.3,0.2,0,0,0,10.4,0,0,12.5,9.2,4.4,0.3,3.7,0,2.6,0.5,0,0.3,0,0.3,0,0,2.8,0,0,0,0,0,0.7,21.7,0,0,0,0.9,3.5,NA,NA,0,LGM_0164,LGM_0164_1,FALSE,TRUE
GIK16867-2,NA,-2.2017,5.1017,3891,South Atlantic,NA,0.65,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,8.2,0.2,0.2,1.5,0.2,0,0,0,22.8,10.8,5.3,0,0,0,0,0,16.3,0,0,11.7,9.4,2,0,5.3,0,2.5,0.2,0,0.3,0,0,0,0,3.2,0,0,0,0,0,0.2,21.1,0,0.2,0,0.7,1.3,NA,NA,0,LGM_0164,LGM_0164_2,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.65,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0,0.6,27,0,0,28.9,0,0,0,0,1.7,0,0,0,0,0,1.7,0,0,0,0,7.2,0,0,0,0.3,5,0,0,0,0.6,0,8.3,17.4,0,0,0,0,0,55.9,0,0,0,0,0,7.2,0,0,0,LGM_0165,LGM_0165_1,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.7,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.3,0,0,0,5.4,0,0,0,1.8,4.9,0,0,0,0,0,0,0.3,0,0.8,1.5,38.4,26.3,1.5,0.3,0,2.8,0.3,0,0,0,1.3,0,0,14.2,0,0,0,0,0,0,39.9,0,5.2,0.3,6.2,20.1,0,0,0,LGM_0165,LGM_0165_2,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.7,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0,0.2,29.5,0.4,0,33.5,0,0,0,0,1.3,0,0,0,0,0,0.8,0.6,0,0,0,5.4,0.2,0,0,0,2.5,0,0,0.2,0.2,0,8.2,15.1,0,0,0,0,0,63,0,0.2,0,0,0,5.4,0,0,0,LGM_0165,LGM_0165_3,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.76,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0,0.5,28.9,0.2,0,31.1,0,0,0,0,1.2,0,0,0,0,0,2.1,0.7,0,0,0,3.8,0,0.2,0,0,4.5,0,0,0,0.5,0,5.6,16.5,0,0,0,0,0,60,0,0,0,0,0,3.8,0,0,0,LGM_0165,LGM_0165_4,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.8,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0.2,0,0.6,1,4.3,0,0,0,1.8,5.9,0,0,0,0,0,0,0,0.6,0.2,2.6,24.4,12.2,1.6,0.4,0,1.2,1,0,0,0.2,11.2,0,0.2,30.1,0,0,0,0,0,0,27,0.2,3.9,0.4,4.3,7.9,0,0,0,LGM_0165,LGM_0165_5,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.8,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0,0.2,28.3,0.4,0,32.7,0,0,0,0.2,1.7,0,0,0,0,0,2.3,0.8,0,0,0,5.7,0,0,0,0.2,4.2,0,0.2,0.8,0.6,0,6.3,13.4,0,0,0,0,0,61,0,0.8,0,0,0,5.7,NA,NA,0,LGM_0165,LGM_0165_6,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.85,NA,NA,NA,2,NA,Kiel,10.1029/2002PA000774,NA,Mara Weinelt,20/05/2003,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,0,0.2,28.9,0.2,0,31.3,0,0,0,0.2,2.3,0,0,0,0,0,1.5,1.9,0,0.2,0,3,0,0,0,0,4.7,0,0.2,0.2,0.4,0.4,4.5,14.3,0,0,0,0,0,60.2,0.2,0.2,0,0,0,3,NA,NA,0,LGM_0165,LGM_0165_7,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.5,NA,NA,NA,2,NA,NA,Cannot trace citation (NA). Cite MARGO (10.1038/ngeo411) instead.,NA,NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,2.6,0,0,0,12.4,0,0,0,0,20.5,6.8,0,0,0,0,0,3.6,1.3,0.3,6.2,23.1,11.4,0,0.3,0.3,0.3,1.3,0,0,0,0,0,0.7,8.5,0,0,0,0,0,0,29.3,0,12.1,0.3,5.2,6.2,0,0,0,LGM_0165,LGM_0165_8,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.52,NA,NA,NA,2,NA,NA,Cannot trace citation (NA). Cite MARGO (10.1038/ngeo411) instead.,NA,NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,1.7,0,0,0,11.1,0,0,0,2.6,14.9,4.3,0,0.3,0,0,0,4,0.9,0.3,9.4,23.7,12,0,0,0,1.4,0.9,0,0.3,0,0.3,0,0,12,0,0,0,0,0,0,33.1,0,10.6,0.6,5.1,6.9,NA,NA,0,LGM_0165,LGM_0165_9,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.55,NA,NA,NA,2,NA,NA,Cannot trace citation (NA). Cite MARGO (10.1038/ngeo411) instead.,NA,NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,3.8,0,0,0,7.2,0,0,0,1.3,20.4,4.7,0,0.3,0,0,0,2.5,0.6,0.9,8.8,21,12.5,0.6,0.3,0.3,0.9,0.9,0,0,0,0.3,0,0,12.5,0,0,0,0,0,0,29.8,0,6.9,0.3,6.9,5.6,0,0,0,LGM_0165,LGM_0165_10,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.57,NA,NA,NA,2,NA,NA,Cannot trace citation (NA). Cite MARGO (10.1038/ngeo411) instead.,NA,NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,3.7,0,0,0,5.6,0,0,0,1.7,18.9,4.7,0.3,0.3,0,0,0,3.3,0,0,11,19.3,15.2,0.7,0,0.3,0.3,1,0,0,0,0.3,0,0,13.3,0,0,0,0,0,0,30.3,0,5.6,0,7.6,7.6,0,0,0,LGM_0165,LGM_0165_11,FALSE,TRUE
V25-56,NA,-3.55,-35.23,3512,South Atlantic,NA,0.6,NA,NA,NA,2,NA,NA,Cannot trace citation (NA). Cite MARGO (10.1038/ngeo411) instead.,NA,NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.227329,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,chronozone level from SI of MARGO 2009 Nature Geosciences,0,0,2.5,0,0,0,7.1,0,0,0,1.2,18.9,6.5,0,0,0,0,0,0.9,0.9,0.6,12.7,16.5,15.2,0.3,0,0,1.9,0.6,0,0,0,1.2,0,0,12.4,0,0,0,0,0,0,29.2,0,6.8,0.3,5.3,9.9,0,0,0,LGM_0165,LGM_0165_12,FALSE,TRUE
