Core,CoringDevice,Latitude,Longitude,WaterDepth_m,Ocean,SampleLabel,SampleDepthTop_m,SampleDepthBottom_m,SampleDepthMid_m,CalendarAge_cal_ky_BP,ChronozoneLevel,SedimentationRate_cm_ky,Laboratory,Publication,ChronologySource,AddedBy,DateOfAddition,Source,TaxonomicNotes,Count,QCNote,Dentigloborotalia_anfracta,Globorotalia_cavernula,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii,Globorotalia_scitula,Globorotalia_truncatulinoides,Globorotalia_tumida,Globorotalia_ungulata,Globorotalia_theyeri,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Berggrenia_pumilio,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Globigerinella_adamsi,Turborotalita_quinqueloba,Turborotalita_humilis,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Candeina_nitida,Globigerinita_glutinata,Globigerinita_uvula,Globigerinita_minuta,Tenuitella_iota,Hastigerina_pelagica,Hastigerinella_digitata,Globorotalia_menardii_Globorotalia_tumida,Globigerinoides_ruber_Globigerinoides_white,Turborotalita_humilis_Berggrenia_pumilio,Globorotalia_truncatulinoides_dextral_coiling,Globorotalia_truncatulinoides_sinistral_coiling,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Turborotalita_quinqueloba_dextral_coiling,Turborotalita_quinqueloba_sinistral_coiling,unidentified,siteID,sampleID,isCounts,inMARGO
RC9-178,Piston,33.733,27.917,2628,Mediterranean,NA,NA,0.665,NA,22.543,3,NA,NA,"N. Kallel, M. Paterne, J. Duplessy, C. Vergnaud-Grazzini, C. Pujol, L. Labeyrie, M. Arnold, M. Fontugne, C. Pierre Enhanced rainfall in the Mediterranean region during the last sapropel event Oceanologica Acta, 20 (1997), pp. 697-712",NA,Angela Hayes,01/05/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,25,0,0,0,0,0,0,101,6,0,0,0,0,71,0,1,0,68,0,0,0,0,0,0,0,15,0,0,0,0,30,0,0,0,0,0,0,68,0,0,0,0,0,NA,NA,0,LGM_0204,LGM_0204_3,TRUE,TRUE
RC9191,Piston,38.2,18.033,2345,Mediterranean,NA,NA,1.28,NA,19.022,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,22,0,0,0,0,1,0,147,2,0,0,0,0,90,0,0,NA,NA,0,2,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0,71,0,0,0,0,0,NA,NA,0,LGM_0205,LGM_0205_1,TRUE,TRUE
RC9191,Piston,38.2,18.033,2345,Mediterranean,NA,NA,1.36,NA,19.816,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,18,0,0,0,0,1,0,142,5,0,0,0,0,108,0,0,NA,NA,0,0,0,0,0,0,0,6,0,0,0,0,42,0,0,0,0,0,0,65,0,0,0,0,0,NA,NA,0,LGM_0205,LGM_0205_2,TRUE,TRUE
RC9191,Piston,38.2,18.033,2345,Mediterranean,NA,NA,1.46,NA,20.506,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,68,0,0,0,0,0,0,184,1,0,0,0,0,73,0,0,NA,NA,0,0,0,0,0,1,0,9,0,1,0,0,40,0,0,0,0,0,0,73,0,0,0,0,0,NA,NA,0,LGM_0205,LGM_0205_3,TRUE,TRUE
RC9191,Piston,38.2,18.033,2345,Mediterranean,NA,NA,1.56,NA,21.013,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,38,0,0,0,0,0,0,199,5,0,0,0,0,90,0,1,NA,NA,0,0,0,0,0,0,0,14,0,1,0,0,50,0,0,0,0,0,0,113,0,0,0,0,0,NA,NA,0,LGM_0205,LGM_0205_4,TRUE,TRUE
RC9191,Piston,38.2,18.033,2345,Mediterranean,NA,NA,1.65,NA,21.508,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,49,0,0,0,0,0,0,142,3,0,0,0,0,110,1,0,NA,NA,0,0,0,0,0,0,0,4,0,0,0,0,80,0,0,0,0,0,0,97,0,0,0,0,0,NA,NA,0,LGM_0205,LGM_0205_5,TRUE,TRUE
SU8107,Piston,35.57,-3.48,1375,Mediterranean,NA,NA,2.5,NA,19.482,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,29/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,7,0,0,0,0,1,5,247,5,0,0,0,0,43,0,0,0,0,0,0,1,0,0,1,0,116,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,LGM_0206,LGM_0206_1,TRUE,TRUE
SU8107,Piston,35.57,-3.48,1375,Mediterranean,NA,NA,2.6,NA,20.219,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,29/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,4,0,0,0,0,5,14,320,7,0,0,0,0,46,0,0,NA,NA,0,0,1,0,0,0,0,65,0,1,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,0,LGM_0206,LGM_0206_2,TRUE,TRUE
SU8107,Piston,35.57,-3.48,1375,Mediterranean,NA,NA,2.7,NA,20.944,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,29/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,10,0,0,0,0,4,9,309,13,0,0,0,0,29,0,0,NA,NA,0,0,0,0,0,2,0,67,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,NA,NA,0,LGM_0206,LGM_0206_3,TRUE,TRUE
SU8107,Piston,35.57,-3.48,1375,Mediterranean,NA,NA,2.8,NA,21.565,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,29/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,5,0,0,0,0,2,3,180,6,0,0,0,0,30,0,1,NA,NA,0,0,3,0,0,0,0,35,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,LGM_0206,LGM_0206_4,TRUE,TRUE
SU8107,Piston,35.57,-3.48,1375,Mediterranean,NA,NA,2.9,NA,22.117,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,29/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,2,0,0,0,0,4,2,260,3,0,0,0,0,33,0,0,NA,NA,0,0,0,0,0,2,0,63,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,NA,NA,0,LGM_0206,LGM_0206_5,TRUE,TRUE
SU8107,Piston,35.57,-3.48,1375,Mediterranean,NA,NA,3,NA,22.601,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,29/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,8,0,0,0,0,1,2,235,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,LGM_0206,LGM_0206_6,TRUE,TRUE
SU8107,Piston,35.57,-3.48,1375,Mediterranean,NA,NA,3.1,NA,23.027,3,NA,NA,10.1016/j.quascirev.2004.02.018,NA,Angela Hayes,29/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,9,0,0,0,0,5,2,229,5,0,0,0,0,46,0,0,NA,NA,0,0,0,0,0,0,0,75,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,LGM_0206,LGM_0206_7,TRUE,TRUE
T87/2/20G,Piston,34.97,23.75,707,Mediterranean,NA,NA,0.405,NA,19.249259,2,NA,NA,10.1029/PA004i005p00531,NA,Angela Hayes,22/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,20,0,0,0,0,0,0,59,0,0,0,0,0,26,0,0,0,53,0,0,0,0,0,0,0,7,0,1,0,0,19,0,0,0,0,0,0,53,0,0,0,0,0,NA,NA,14,LGM_0207,LGM_0207_1,TRUE,TRUE
T87/2/20G,Piston,34.97,23.75,707,Mediterranean,NA,NA,0.455,NA,20.831349,2,NA,NA,10.1029/PA004i005p00531,NA,Angela Hayes,22/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,22,0,0,0,0,1,0,57,0,0,0,0,0,33,0,0,0,71,0,0,0,0,0,0,0,6,0,0,0,0,33,0,0,0,0,0,0,71,0,0,0,0,0,NA,NA,7,LGM_0207,LGM_0207_2,TRUE,TRUE
T87/2/20G,Piston,34.97,23.75,707,Mediterranean,NA,NA,0.505,NA,22.413439,2,NA,NA,10.1029/PA004i005p00531,NA,Angela Hayes,22/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,16,0,0,0,0,0,0,71,0,0,0,0,0,19,0,0,1,72,0,0,0,0,2,0,0,8,0,0,0,0,21,0,0,0,0,0,0,73,0,0,0,0,0,NA,NA,6,LGM_0207,LGM_0207_3,TRUE,TRUE
V10-49,Piston,36.083,26.833,1170,Mediterranean,NA,NA,1.17,NA,20.023,3,NA,NA,"N. Kallel, M. Paterne, J. Duplessy, C. Vergnaud-Grazzini, C. Pujol, L. Labeyrie, M. Arnold, M. Fontugne, C. Pierre Enhanced rainfall in the Mediterranean region during the last sapropel event Oceanologica Acta, 20 (1997), pp. 697-712",NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,30,0,0,0,0,1,0,193,4,0,0,0,0,32,0,0,NA,NA,0,0,0,0,0,2,0,4,0,1,0,0,81,0,0,0,0,0,0,198,0,0,0,0,0,NA,NA,0,LGM_0208,LGM_0208_1,TRUE,TRUE
V10-51,Piston,35.917,27.3,791,Mediterranean,NA,NA,1.31,NA,19.977,3,NA,NA,"N. Kallel, M. Paterne, J. Duplessy, C. Vergnaud-Grazzini, C. Pujol, L. Labeyrie, M. Arnold, M. Fontugne, C. Pierre Enhanced rainfall in the Mediterranean region during the last sapropel event Oceanologica Acta, 20 (1997), pp. 697-712",NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,16,0,0,0,0,0,0,139,2,0,0,0,0,17,0,0,NA,NA,0,0,3,0,0,0,0,5,0,0,0,0,30,0,0,0,0,0,0,204,0,0,0,0,0,NA,NA,0,LGM_0209,LGM_0209_1,TRUE,TRUE
V10-51,Piston,35.917,27.3,791,Mediterranean,NA,NA,1.41,NA,21.438,3,NA,NA,"N. Kallel, M. Paterne, J. Duplessy, C. Vergnaud-Grazzini, C. Pujol, L. Labeyrie, M. Arnold, M. Fontugne, C. Pierre Enhanced rainfall in the Mediterranean region during the last sapropel event Oceanologica Acta, 20 (1997), pp. 697-712",NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,19,0,0,0,0,0,0,110,0,0,0,0,0,27,0,1,NA,NA,0,0,0,0,0,0,0,3,0,0,0,0,45,0,0,0,0,0,0,151,0,0,0,0,0,NA,NA,0,LGM_0209,LGM_0209_2,TRUE,TRUE
V10-51,Piston,35.917,27.3,791,Mediterranean,NA,NA,1.51,NA,22.877,3,NA,NA,"N. Kallel, M. Paterne, J. Duplessy, C. Vergnaud-Grazzini, C. Pujol, L. Labeyrie, M. Arnold, M. Fontugne, C. Pierre Enhanced rainfall in the Mediterranean region during the last sapropel event Oceanologica Acta, 20 (1997), pp. 697-712",NA,Angela Hayes,30/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227307,"merged menardii and menardii flexuosa, ignored crassula as zero counts",NA,NA,0,0,0,0,0,41,0,0,0,0,2,0,203,5,0,0,0,0,82,0,1,NA,NA,0,0,1,0,0,0,0,14,0,1,0,0,49,0,0,0,0,0,0,159,0,0,0,0,0,NA,NA,0,LGM_0209,LGM_0209_3,TRUE,TRUE
A015558,NA,8.983333333,51.73333333,3985,Indian,NA,0.58,NA,NA,NA,2,2.815533981,NA,10.1016/0033-5894(80)90014-9,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,7,0,20,2,0,12,0,0,0,55,66,3,19,0,3,0,40,2,0,0,18,1,0,2,0,1,0,0,1,0,12,1,0,36,0,0,0,0,0,NA,0,0,0,0,0,1,NA,NA,0,LGM_0210,LGM_0210_1,TRUE,TRUE
DSDP site 588,NA,-26.11,161.2266667,1533,Pacific,NA,0.42,NA,NA,NA,2,2.038834951,NA,10.1016/0031-0182(94)90133-3,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,3.31,0,0.33,0.66,6.95,0,0,0,19.87,2.65,2.32,0,0,0,0,0,14.57,6.62,0.66,0,27.15,0,0,1.65,0,1.99,0,0,0,0,4.3,0,0,4.63,0,0,0,0,0,0.33,0,0,6.95,0,0,0,0,0,0.33,LGM_0211,LGM_0211_1,FALSE,TRUE
DSDP site 591,NA,-31.58433333,164.4486667,2131,Pacific,NA,0.4,NA,NA,NA,2,1.941747573,NA,10.1016/0031-0182(94)90133-3,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,1.91,0,0,0.32,1.27,0,0,0,24.84,0.95,18.47152542,0.318474576,0,0,0,0,27.07,6.37,0.64,0,5.09,0.32,0.64,1.59,0,3.5,0,0,0,0,0,0,0,6.05,0,0,0,0,0,0,0,0,0,1.27,0,0.32,0,0,0.64,LGM_0212,LGM_0212_1,FALSE,TRUE
DSDP site 592,NA,-36.47333333,165.4421667,1088,Pacific,NA,0.31,NA,NA,NA,2,1.504854369,NA,10.1016/0031-0182(94)90133-3,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0.6,0,0,0.9,13.51,0,0,0,24.02,5.4,20.11942029,0.60057971,0,0,0,0,26.43,0.9,0.6,0,0.6,0,0,0.3,0,0.3,0,0,3,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0.3,13.21,0,0,NA,NA,0,LGM_0213,LGM_0213_1,FALSE,TRUE
DSDP site 593,NA,-40.5078,167.6745,1068,Pacific,NA,0.38,NA,NA,NA,2,1.844660194,NA,10.1016/0031-0182(94)90133-3,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0,13.5,0,0,0,14.75,0.25,15.75,2,0,0,0,0,29.5,0.25,0,0,0,0,0,0,0,0,0,0,14.75,0,0,0,0,9,0,0,0.5,0,0,0,0,0,0.75,12.75,0,0,NA,NA,0,LGM_0214,LGM_0214_1,FALSE,TRUE
DSDP site 594,NA,-45.5235,174.948,1204,Pacific,NA,2.52,NA,NA,NA,2,12.23300971,NA,10.1029/93PA01162,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0,0,0,0,0,12,0,15,495,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,10,LGM_0215,LGM_0215_1,TRUE,TRUE
E26-001,NA,-40.28333333,168.34,914,Pacific,NA,0.61,NA,NA,NA,2,2.961165049,NA,10.1016/j.quascirev.2004.07.020,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0,60,0,0,0,56,2,44,0,0,0,0,0,105,0,0,0,0,0,0,3,0,0,0,0,37,0,0,0,0,11,0,0,0,0,0,0,0,0,1,59,0,0,NA,NA,0,LGM_0216,LGM_0216_1,TRUE,TRUE
E27-030,NA,-45.0667,147.2283,3552,Pacific,NA,0.6,NA,NA,NA,2,2.912621359,NA,10.1016/S0031-0182(97)00015-1,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,2,12,0,0,0,45,0,43,46,0,0,0,0,120,2,0,0,1,0,0,2,0,0,0,0,17,0,0,0,0,26,0,0,0,0,0,0,0,0,1,11,0,0,NA,NA,0,LGM_0217,LGM_0217_1,TRUE,TRUE
E36-023,NA,-43.9167,150.0505556,2533,Pacific,NA,0.19,NA,NA,NA,2,0.922330097,NA,10.1016/0031-0182(94)90133-3,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0.32,1.351168,0,0,0,8.63,0.32,15.65,3.51,0,0,0,0,55.91,0,0,0,0.32,0,0,0.32,0,0,0,0,4.79,0,0,0,0,8.94,0,0,0,0,0,0,0,0,0.071168,1.28,0,0,NA,NA,0,LGM_0218,LGM_0218_1,FALSE,TRUE
E45-027,NA,-43.23333333,105.5833333,3779,Indian,NA,0.3,NA,NA,NA,2,1.45631068,NA,10.1016/0033-5894(80)90014-9,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,1,13,0,0,0,38,0,17,50,0,0,0,0,157,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,NA,NA,0,LGM_0219,LGM_0219_1,TRUE,TRUE
E45-029,NA,-44.88333333,106.5166667,3863,Indian,NA,0.39,NA,NA,NA,2,1.893203883,NA,10.1029/91PA02994,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0,2.3,0,0,0,13.9,0,2.3,30.9,0,0,0,0,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.5,1.8,0,0,0,0,0,LGM_0220,LGM_0220_1,FALSE,TRUE
E45-078,NA,-45.037,114.348,4031,Indian,NA,0.31,NA,NA,NA,4,1.504854369,NA,10.1016/0033-5894(80)90014-9,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,1,0,0,1,4,0,0,0,52,0,14,43,0,0,0,0,155,0,0,0,0,0,0,1,0,0,0,0,17,1,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,NA,NA,0,LGM_0221,LGM_0221_1,TRUE,TRUE
E45-102,NA,-33.61666667,113.5833333,1980,Indian,NA,0.24,NA,NA,NA,3,1.165048544,NA,10.1016/0377-8398(94)90020-5,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,1,1,0,16,0,0,0,152,4,14,6,0,0,0,0,37,13,0,0,19,2,4,0,0,4,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,16,0,2,0,0,6,LGM_0222,LGM_0222_1,TRUE,TRUE
E48-003,NA,-41.02,100.0116667,3868,Indian,NA,0.22,NA,NA,NA,3,1.067961165,NA,10.1016/0377-8398(76)90016-5,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0.3,0,0,0.5,2.2,0,0,0,10.1,0,4.9,12.6,0,0,0,0,38.8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,2.2,0,0,NA,NA,0.5,LGM_0223,LGM_0223_1,FALSE,TRUE
E48-011,NA,-29.7,97.58333333,3462,Indian,NA,0.22,NA,NA,NA,2,1.067961165,NA,10.1016/0033-5894(80)90014-9,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,10,0,7,0,6,4,0,0,123,1,40,4,0,0,0,0,27,1,6,0,53,0,0,4,0,0,1,0,0,1,0,0,0,13,0,0,0,0,0,NA,0,0,3,3,0,0,0,0,0,LGM_0224,LGM_0224_1,TRUE,TRUE
E48-022,NA,-39.895,85.41,3324,Indian,NA,0.82,NA,NA,NA,2,3.980582524,NA,10.1016/0377-8398(76)90016-5,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0.6,2.2,0,0,0,5.9,0,18.4,13.8,0,0,0,0,32.8,0,0,0,0.2,0,0,0.2,0,0,0,0,17.9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2.2,0,0,NA,NA,0.8,LGM_0225,LGM_0225_1,FALSE,TRUE
E48-023,NA,-39.515,83.72333333,3459,Indian,NA,0.55,NA,NA,NA,2,2.669902913,NA,10.1016/0377-8398(76)90016-5,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0.2,2.5,0,0,0,5.1,0,19.9,15.3,0,0,0,0,21,5.7,0,0,0,0,0,0.6,0,0,0,0,20.8,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,2.5,0,0,NA,NA,0.7,LGM_0226,LGM_0226_1,FALSE,TRUE
E48-027,NA,-38.54166667,79.89833333,3231,Indian,NA,0.62,NA,NA,NA,2,3.009708738,NA,10.1016/0377-8398(76)90016-5,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0.3,0,0,3.4,0,0,0,6.3,0.3,20.4,8.8,0,0,0,0,26.3,0.6,0,0,0.3,0,0,0,0,0,0,0,23.8,0,0.3,0,0,8.8,0,0,0,0,0,0,0,0,0.3,3.1,0,0,NA,NA,0,LGM_0227,LGM_0227_1,FALSE,TRUE
E48-028,NA,-38.54833333,79.91833333,3173,Indian,NA,0.73,NA,NA,NA,3,3.54368932,NA,10.1016/0377-8398(76)90016-5,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0.3,0,0.3,2.9,0,0,0,7.6,0.9,24.5,10.2,0,0,0,0,22.5,1.2,0,0,0.3,0,0,0.9,0.3,0,0,0,17.5,0,0.6,0,0,9.3,0,0,0,0,0,0,0,0,0,2.9,0,0,NA,NA,0,LGM_0228,LGM_0228_1,FALSE,TRUE
E48-035,NA,-30.35333333,86.485,1800,Indian,NA,0.355,NA,NA,NA,2,1.723300971,NA,10.1016/j.quascirev.2004.07.020,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,7,0,5,56,0,0,0,93,0,0,6,0,0,0,0,50,7,7,0,58,2,0,7,0,7,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,48,0,2,0,0,0,LGM_0229,LGM_0229_1,TRUE,TRUE
E49-018,NA,-46.05,90.16666667,3291,Indian,NA,0.5,NA,NA,NA,2,2.427184466,NA,10.1029/91PA02994,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0,0.3,0,0,0,12.4,0,2.5,59.4,0,0,0,0,22.5,0.6,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0,0,NA,NA,0,LGM_0230,LGM_0230_1,FALSE,TRUE
E49-021,NA,-42.18333333,94.88333333,3328,Indian,NA,0.49,NA,NA,NA,2,2.378640777,NA,10.1029/91PA02994,NA,Timothy Barrows,01/01/1999,https://doi.pangaea.de/10.1594/PANGAEA.227319,"merged menardii and menardii flexuosa, merged crassula with unID",NA,original Ocean: IndoPac,0,0,0,0,0,0,3.4,0,0,0,5.8,0,5.8,14.6,0,0,0,0,48.8,0.5,0,0,0,0,0,0.2,0,0,0.2,0,9,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,3.4,0,0,NA,NA,0,LGM_0231,LGM_0231_1,FALSE,TRUE
